## Levels for breakout
## First line is key with the following information:
## 	Total number of levels, 
##	Total lines per level (first line of each level is level number)
##
13, 11
1
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,1,
2
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,1,0,0,1,
3
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,1,0,0,1,
4
7,7,7,7,7,7,7,7,7,7,7,7,
7,2,5,3,5,7,7,5,3,5,2,7,
7,2,5,3,5,7,7,5,3,5,2,7,
7,2,5,3,5,7,7,5,3,5,2,7,
7,2,2,2,2,2,2,2,2,2,2,7,
7,2,2,2,2,2,2,2,2,2,2,7,
7,2,5,3,5,7,7,5,3,5,2,7,
7,2,5,3,5,7,7,5,3,5,2,7,
7,2,5,3,5,7,7,5,3,5,2,7,
7,7,7,7,7,7,7,7,7,7,7,7,
5
3,3,3,3,3,3,3,3,3,3,3,3,
3,6,6,6,6,6,6,6,6,6,6,3,
3,6,3,3,3,3,3,3,3,3,6,3,
3,6,3,6,6,6,6,6,6,3,6,3,
3,6,3,6,3,3,3,3,6,3,6,3,
3,6,3,6,3,3,6,3,6,3,6,3,
3,6,3,6,6,6,6,3,6,3,6,3,
3,6,3,3,3,3,3,3,6,3,6,3,
3,6,6,6,6,6,6,6,6,3,6,3,
3,3,3,3,3,3,3,3,3,3,6,3,
6
6,6,6,2,2,2,4,4,4,7,7,7,
2,2,2,4,4,4,7,7,7,6,6,6,
4,4,4,7,7,7,6,6,6,2,2,2,
7,7,7,6,6,6,2,2,2,4,4,4,
6,6,6,2,2,2,4,4,4,7,7,7,
2,2,2,4,4,4,7,7,7,6,6,6,
4,4,4,7,7,7,6,6,6,2,2,2,
7,7,7,6,6,6,2,2,2,4,4,4,
6,6,6,2,2,2,4,4,4,7,7,7,
2,2,2,4,4,4,7,7,7,6,6,6,
7
6,6,6,6,6,6,6,6,6,6,6,6,
7,8,0,0,0,8,8,0,0,0,8,7,
7,8,7,7,7,8,8,7,7,7,8,7,
7,8,0,0,0,8,8,0,0,0,8,7,
7,8,8,8,8,8,8,8,8,8,8,7,
7,8,8,8,8,8,8,8,8,8,8,7,
7,8,0,0,0,8,8,0,0,0,8,7,
7,8,7,7,7,8,8,7,7,7,8,7,
7,8,0,0,0,8,8,0,0,0,8,7,
6,6,6,6,6,6,6,6,6,6,6,6,
8
1,1,1,1,1,1,1,1,1,1,1,1,
1,3,1,1,1,3,3,1,1,1,3,1,
1,3,1,0,1,3,3,1,0,1,3,1,
1,3,1,1,1,3,3,1,1,1,3,1,
1,1,3,3,3,1,1,3,3,3,1,1,
1,1,3,3,3,1,1,3,3,3,1,1,
1,3,1,1,1,3,3,1,1,1,3,1,
1,3,1,0,1,3,3,1,0,1,3,1,
1,3,1,1,1,3,3,1,1,1,3,1,
1,1,1,1,1,1,1,1,1,1,1,1,
9
5,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,5,5,5,5,5,5,5,5,
4,4,4,4,4,4,4,4,4,4,4,4,
4,4,4,4,4,4,4,4,4,4,4,4,
3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,
2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,
1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,
10
7,7,7,7,7,7,7,7,7,7,7,7,
7,7,7,7,7,7,7,7,7,7,7,7,
4,4,0,0,4,4,4,4,0,0,4,4,
4,4,4,4,4,4,4,4,4,4,4,4,
3,3,3,3,3,0,0,3,3,3,3,3,
3,3,3,3,3,0,0,3,3,3,3,3,
2,2,2,2,2,2,2,2,2,2,2,2,
2,2,0,0,2,2,2,2,0,0,2,2,
6,6,6,6,6,6,6,6,6,6,6,6,
6,6,6,6,6,6,6,6,6,6,6,6,
11
2,2,2,2,2,2,2,2,2,2,2,2,
2,0,0,0,2,2,2,2,0,0,0,2,
2,0,0,0,2,2,2,2,0,0,0,2,
2,2,2,2,5,5,5,5,2,2,2,2,
2,2,2,2,5,5,5,5,2,2,2,2,
2,2,2,2,5,5,5,5,2,2,2,2,
2,2,2,2,5,5,5,5,2,2,2,2,
2,0,0,0,2,2,2,2,0,0,0,2,
2,0,0,0,2,2,2,2,0,0,0,2,
2,2,2,2,2,2,2,2,2,2,2,2,
12
1,1,1,1,1,1,1,1,1,1,1,1,
1,3,0,0,0,3,3,0,0,0,3,1,
1,3,0,0,0,3,3,0,0,0,3,1,
1,3,0,0,0,3,3,0,0,0,3,1,
1,3,3,3,3,3,3,3,3,3,3,1,
1,3,3,3,3,3,3,3,3,3,3,1,
1,3,0,0,0,3,3,0,0,0,3,1,
1,3,0,0,0,3,3,0,0,0,3,1,
1,3,0,0,0,3,3,0,0,0,3,1,
1,1,1,1,1,1,1,1,1,1,1,1,
13
3,6,8,2,2,0,0,2,2,8,6,3,
6,8,2,2,0,2,2,0,2,2,8,6,
8,2,2,0,2,2,2,2,0,2,2,8,
2,2,0,2,2,8,8,2,2,0,2,2,
2,0,2,2,8,6,6,8,2,2,0,2,
0,2,2,8,6,3,3,6,8,2,2,0,
2,2,8,6,3,3,3,3,6,8,2,2,
2,8,6,3,3,0,0,3,3,6,8,2,
8,6,3,3,0,2,2,0,3,3,6,8,
6,3,3,0,2,2,2,2,0,3,3,6,
